Name,Rating,Pricing,URL,Latitude,Longitude,Transactions,Location,Phone,Display Phone,Distance,Reviews,Review Count,Cuisine,Restaurant ID,Number of Reviews
Bolivian Llama Party,5,,https://www.yelp.com/biz/bolivian-llama-party-sunnyside?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73936,-73.9207457005978,"['delivery', 'pickup']","44-14 48th Ave, Sunnyside, NY 11377",+13473709102,(347) 370-9102,6064.3940736329805,"[{'text': 'A hole in the wall restaurant, quite literally. Does not have indoor seating from what we saw, instead there is outdoor seating. Saw this spot several times...', 'reviewer': 'Weilu H.', 'reviewer_id': 'Z3XAldusoFkTYn0u6oH9OQ', 'rating': 5}, {'text': 'If I could give this place 10 stars, I would. Delicious food served by the friendliest of people. The chicken salteñas (con llajua) and sopa de mani are my...', 'reviewer': 'Mia S.', 'reviewer_id': 'xZc6qh_x8wiEqUp-hbnOuA', 'rating': 5}, {'text': 'Delicious!!!\n\nBrisket sandwich...a must have!!!\n\nSopa de Zapallo w/chicken...a must have!!!', 'reviewer': 'Carlos R.', 'reviewer_id': 'zyfPihM2gJccwZe82cmQpw', 'rating': 5}]",3,"L, a, t, i, n,  , A, m, e, r, i, c, a, n",aGzAT0zHj7zmlj0rJO8Jkw,166
Upstate Craft Beer & Oyster Bar,4,$$,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.726373,-73.986557,"['restaurant_reservation', 'delivery']","95 1st Ave, New York, NY 10003",+16467915400,(646) 791-5400,2220.956436358114,"[{'text': ""We came here for Happy Hour, so my review doesn't have an expansive view of the whole menu. \n\nOn the oyster menu, the choices that were in bold indicated..."", 'reviewer': 'Allen L.', 'reviewer_id': 'upnsPvWpEQDCE6DmW70Qvg', 'rating': 5}, {'text': 'Dining solo, a Friday night, I had a reservation (recommended) and arrived a few minutes early. Not a problem. The friendly hostess said I had a choice of...', 'reviewer': 'Colin B.', 'reviewer_id': 'hQuSPrLEyw7ZpNUf2aQtsA', 'rating': 4}, {'text': 'THE hangout spot for oyster-lovers! Great happy hour deals, $12 for 6 oysters (3-types to choose from) + beer; $19 for wine. I came with a party of 4 and...', 'reviewer': 'Yam-Yu L.', 'reviewer_id': '_8AIa0Ut7iW7ZYkxBnHbOw', 'rating': 4}]",3,"S, e, a, f, o, o, d",ehUuSk5gPTCQmwS_ubgKRA,2049
Munchiez by Mei Lai Wah,2,$,https://www.yelp.com/biz/munchiez-by-mei-lai-wah-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.730027,-74.000204,"['delivery', 'pickup']","126 MacDougal St, New York, NY 10012",,,3094.216373103193,"[{'text': 'Man was I happy to hear Mei Lai Wah opened a hole in the wall spot! Everyone knows Mei Lai Wah has amazing pork buns, and everyone definitely knows how long...', 'reviewer': 'Gavin L.', 'reviewer_id': 'GenNzZf8OjKQhvPBVDmusA', 'rating': 5}, {'text': 'I was really excited to hear that this spot had opened, but gosh was I disappointed. I came in the afternoon and the place was not air conditioned and...', 'reviewer': 'Emi W.', 'reviewer_id': 'ymbMTg5_QoPSG0LqjtJKaA', 'rating': 2}, {'text': ""Like Mei Lai Wah, the only thing worth getting here is the pineapple roast pork bun (which is fine, because that's delicious)! I stopped by on the weekend..."", 'reviewer': 'Elaine W.', 'reviewer_id': 'JUFi8YGqCIpEgUceD0OEVQ', 'rating': 2}]",3,"D, i, m,  , S, u, m",iiP46Z-A_ClynkS_qFQKEQ,93
Cafe Gitane,5,,https://www.yelp.com/biz/cafe-gitane-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7028272982236,-73.9812811999999,"['delivery', 'pickup']","70 Hudson Ave, Brooklyn, NY 11201",+19293878229,(929) 387-8229,531.1970742112511,"[{'text': 'Lovely little gem in Vinegar Hill, Brooklyn. \nTheir focaccia bread with cheese and their special aioli (might not be listed the menu, but it usually comes...', 'reviewer': 'Sheldon C.', 'reviewer_id': 'Su2mDM6W-0OPmE7t-w6cZA', 'rating': 5}, {'text': 'This place is very interesting... I fell in love with the interior and the overall vibes this place gives and everyone is either eating inside on a windy...', 'reviewer': 'Jenny C.', 'reviewer_id': 'IRhpueRM0lSjFAqFAvuDsg', 'rating': 3}, {'text': 'Absolutely charming cafe/restaurant in Vinegar Hill that has couscous ($16) to die for. Infused with spices like turmeric and cumin interspersed  with...', 'reviewer': 'Tiffany K.', 'reviewer_id': 'tw_UfR34h9a90PKhVu-WiQ', 'rating': 5}]",3,"M, o, r, o, c, c, a, n",ATQDTQu3SsCetuG-byzOFg,29
Salma,4,$$,https://www.yelp.com/biz/salma-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.730369942268375,-73.9837222575225,"['delivery', 'pickup']","351 E 12th St, New York, NY 10003",+19172614900,(917) 261-4900,2601.759685690955,"[{'text': 'We came in as a big party on a Friday night and it was packed. Definitely make reservations. The place is a cute tiny restaurant, so definitely call for...', 'reviewer': 'YingLinn C.', 'reviewer_id': '0YblveP0uwVv_5Uv09m2pg', 'rating': 5}, {'text': 'Salma is a beautiful, homey restaurant! Went with a few girlfriends to catch up and we had the most amazing experience. We decided to get the Labneh + the...', 'reviewer': 'Anu G.', 'reviewer_id': '8ByKi_sJrxLiMTVGTrZQvA', 'rating': 5}, {'text': 'This was our first time at a Lebanese restaurant, and the lady who served us put us completely at our ease and advised us on what we should order. She...', 'reviewer': 'Odilia T.', 'reviewer_id': 'Preyl6dXk6SgB0hhGGAeTQ', 'rating': 4}]",3,"L, e, b, a, n, e, s, e",IA3EQ0Ilx0yI7dNYnq-YGQ,151
Kalye,3,,https://www.yelp.com/biz/kalye-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7179,-73.98999,"['delivery', 'pickup']","251 Broome St, New York, NY 10002",,,1508.3171208321955,"[{'text': 'The staff is great--they welcomed me and made great suggestions. The food is unique and really tasty. Their Sunday brunch includes Beef Tapa which is very...', 'reviewer': 'Henry M.', 'reviewer_id': '_IAMOxd7f2wlXIsRnCZpsg', 'rating': 5}, {'text': 'This is such a great addition to the neighborhood. \n\nThe food is good, I particularly love the Ube sliders. They are packed with flavor and I love how cute...', 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 5}, {'text': ""I really wanted to love this, so I'll give it another chance later. They get a ton of points for using eco friendly takeout stuff though\n\nThe sliders were..."", 'reviewer': 'Sean M.', 'reviewer_id': 'xEds3QTyjjCIxnFEJCXCPg', 'rating': 3}]",3,"F, i, l, i, p, i, n, o",hLXe3RVRK39VUSPdvBjFEA,17
Rice Thief,5,,https://www.yelp.com/biz/rice-thief-queens?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.74746067928405,-73.92321919999999,[],"Queens, NY 11104",+13473021556,(347) 302-1556,6481.985761840868,"[{'text': ""Ordered via the @ricethief.nyc instagram and chose delivery. We ordered $235 worth of crab/shrimp for a group of 6 and had a ton leftover. If you're..."", 'reviewer': 'Bomi K.', 'reviewer_id': 'b60waH0oeBCzoZhiVX195g', 'rating': 5}, {'text': 'Rice Thief is a ghost kitchen located in Sunnyside which serves Korean raw seafood dishes. They get their seafood fresh from the fish market and marinate...', 'reviewer': 'Anna L.', 'reviewer_id': 'cEklmxXRcJLrqYREFVUM3A', 'rating': 5}, {'text': 'Found out about this place from Eater NY.\n\nA family operation (located inside Sunnyside Eats in Queens, NYC), founded by Ms. Haiqi Yu, Mr. Richard Jang, and...', 'reviewer': 'Go B.', 'reviewer_id': 'f-l-Chu0PQFdey0PMIWQGA', 'rating': 5}]",3,"K, o, r, e, a, n",i-HGZmxvw-4PwSNO4uumpg,7
Aurora,4,$$,https://www.yelp.com/biz/aurora-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.715621,-73.964757,"['delivery', 'pickup']","70 Grand St, Brooklyn, NY 11249",+17183885100,(718) 388-5100,1513.3186766514239,"[{'text': ""Stopped in as we walked around looking for a good place to have dinner. Waited only 10 mins for a table as a walk in on Friday night around 8p. That's a..."", 'reviewer': 'Tyshawn T.', 'reviewer_id': 'XDk_h3lc-VQ8e4BtpzkcYg', 'rating': 5}, {'text': 'such a beautiful restaurant tucked near domino park!\n\nwe walked in on a saturday night and were able to sit at the bar. the bartender was so kind and...', 'reviewer': 'Tamara A.', 'reviewer_id': 'KOZjMEcXIMZn8OLOktLEaA', 'rating': 4}, {'text': 'Cute vibe, my cousins and I went for brunch. We sat on the patio. Chill vibe, fairly quite...unlike a lot of places in NYC. \n\nPortions were sizable and yummy.', 'reviewer': 'Alisha L.', 'reviewer_id': 'x2gXYe38bVmFKkhhDo_qfA', 'rating': 4}]",3,"I, t, a, l, i, a, n",a4WZUTKn90dOkeY38JHNjQ,799
Tasty Hand-Pulled Noodles,4,$$,https://www.yelp.com/biz/tasty-hand-pulled-noodles-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7142,-73.99787,"['delivery', 'pickup']","1 Doyers St, New York, NY 10013",+12127911817,(212) 791-1817,1773.1839597740143,"[{'text': 'Came here on a Friday night when it was peak busy. There were plenty of tables outdoors but the wait was probably still half an hour. It all ended up being...', 'reviewer': 'Jonah W.', 'reviewer_id': 'R_xL8WE728H6Y3_Y1YtwfA', 'rating': 5}, {'text': 'True to its name, the noodles are long and tasty. I came here for dinner Friday and was thankfully seated right away since it was just two of us. I ordered...', 'reviewer': 'Nafisa H.', 'reviewer_id': 'uySR3jDEk_DrvUt9fAThYg', 'rating': 4}, {'text': ""I mean this place is pretty much one of the essential no frills spot to get Chinese comfort food. You'll find it on Doyers Street within Chinatown, in range..."", 'reviewer': 'Richard T.', 'reviewer_id': 'u2luMr94Kx0HvVhuJ2Un-g', 'rating': 4}]",3,"C, h, i, n, e, s, e",97q5nUQTuBo_h00XCxna2A,1821
Wenwen,5,,https://www.yelp.com/biz/wenwen-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73398,-73.95504,[],"1025 Manhattan Ave, Brooklyn, NY 11222",,,3583.8418645784213,"[{'text': 'Had brunch at Wenwen and was so pleasantly surprised by how good the food was!\n\nWe ordered a shrimp toast and the BDSM chicken sandwich to share. The shrimp...', 'reviewer': 'Jen L.', 'reviewer_id': 'ws8Y1fFTgEng2JIXqmJIcA', 'rating': 5}, {'text': ""Tldr: carb heavy meal, solid chicken but otherwise not worth going out of your way for it\n\nAtmosphere: not particularly memorable\n\nService: nice but you'll..."", 'reviewer': 'Victor G.', 'reviewer_id': '9d7-Rm-9QzrQ8PYbfObqrg', 'rating': 3}, {'text': ""Twelve of us had an absolutely amazing Saturday brunch at Wenwen for a friend's bachelorette. Resy actually doesn't let you book for that large a group so I..."", 'reviewer': 'Philip K.', 'reviewer_id': 'CLYMSrNxzB38ew9GielO7g', 'rating': 5}]",3,"T, a, i, w, a, n, e, s, e",vQX7y4Yoknpso033IDATqA,150
Piccola Cucina Osteria,5,$$,https://www.yelp.com/biz/piccola-cucina-osteria-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72506,-74.00322,"['delivery', 'pickup']","196 Spring St, New York, NY 10012",+16464787488,(646) 478-7488,2849.610143526002,"[{'text': ""Got here and waited 35 mins past my reservation time to get seated. Wasn't happy but it is what it is. Luckily the main food made it worthwhile.\n\nFunny..."", 'reviewer': 'Namir S.', 'reviewer_id': '1iMtOlXd7BRaCDejF1wZIA', 'rating': 5}, {'text': 'We chose to be outdoor and the atmosphere is really great\nI give truffle pasta number one!\nThis taste is amazing, the taste of truffle + tomato is really...', 'reviewer': 'Min J.', 'reviewer_id': 'gp4B2Qy5ENfmL2HMvUuhOQ', 'rating': 4}, {'text': 'My sis was really intrigued by this place so we had to give it a go.\n\nThe bread they bring to the table is very nice and the tomato olive oil has a really...', 'reviewer': 'Brandon Y.', 'reviewer_id': '3mRdO02gSlFZfjNqNRawsg', 'rating': 5}]",3,"I, t, a, l, i, a, n",qBGKigOGn_flCx1apxPzlA,767
Tin Building by Jean-Georges,4,,https://www.yelp.com/biz/tin-building-by-jean-georges-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.706200062546294,-74.00226642004867,"['delivery', 'pickup']","96 South St, New York, NY 10038",+18887770942,(888) 777-0942,1971.4015470194543,"[{'text': 'I had the skate, the fish was overproduced and covered in batter so that it was hard to taste the actual fish. Strange sides. Was expecting a fresher approach.', 'reviewer': 'Anu L.', 'reviewer_id': 'M7xbGNQsnNGZHVJxhiYu3g', 'rating': 3}, {'text': ""This is a foodie's heaven!!!!\n\nWith 10 restaurants and 13 markets there's no doubt you'll find what you seek. It's all about sustainability, farm-to-market,..."", 'reviewer': 'CandiAnne T.', 'reviewer_id': 'A0DJtRTebXVSk2BOfHO-kA', 'rating': 5}, {'text': ""It's a diamond at Seaport. Talk about the three C's?!  Cakes, cookies, and candies. And so much more. This building has glitter and glamour. The attention..."", 'reviewer': 'Roberta D.', 'reviewer_id': 'kOifwFzyHwFOa5j-_QJUZw', 'rating': 4}]",3,"G, r, o, c, e, r, y",G9b640a2fZs7s6Q-cWPkiQ,101
Jack's Wife Freda,5,,https://www.yelp.com/biz/jacks-wife-freda-new-york-5?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71707,-73.96322,[],"258 Wythe Ave, New York, NY 11249",+17183558280,(718) 355-8280,1713.8453011490149,"[{'text': ""Expensive place, but I guess if it's in Williamsburg, I can't really complain. The food size is acceptable. Good vibes if you're looking for a place to hang..."", 'reviewer': 'Simone S.', 'reviewer_id': 'F39HzbR38H5ZPPJy5Pop8A', 'rating': 4}, {'text': 'We were starving and it was 10° outside and this was 800 ft away so naturally we ran inside. \n\nSO GOOD. We got the poached eggs with roasted tomatoes,...', 'reviewer': 'Mariam M.', 'reviewer_id': 'bji1zeZwm-pmHI23sD-e-w', 'rating': 5}, {'text': 'This is an awesome and quaint spot with great lighting and not too loud. The food selection is really good with a wide range of chicken and veggie dishes...', 'reviewer': 'Dara R.', 'reviewer_id': 'XKSaWDz15NDlncIOKBRycw', 'rating': 5}]",3,"M, e, d, i, t, e, r, r, a, n, e, a, n",fuSjpC1qw3fLih5SYUoOvg,45
Shu Jiao Fu Zhou,4,$,https://www.yelp.com/biz/shu-jiao-fu-zhou-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7174109,-73.99210041198651,"['delivery', 'pickup']","295 Grand St, New York, NY 10002",+12126252532,(212) 625-2532,1583.9748693148538,"[{'text': 'I ordered the fish ball soup, wheat noodle with peanut butter sauce, chicken and chive dumplings, and wonton soup. \n\nThe fish ball soup was 10/10 so...', 'reviewer': 'Christine C.', 'reviewer_id': 'SII0PARZLNznzy9_zSJLsw', 'rating': 5}, {'text': 'My family and I went to Shu Jiao Fu Zhou to grab a quick bite. The foods were cheap and somewhat tasty. There was a long line when we came, but it went by...', 'reviewer': 'Dan L.', 'reviewer_id': 'gyMi1_wNrY8-sfEZ4MoMjw', 'rating': 4}, {'text': 'We came here after my wife saw someone on TikTok post about the peanut butter noodles and soup dumplings. Waited in line and then had to watch seats to try...', 'reviewer': 'David G.', 'reviewer_id': 'ssux-kVDMn_AJMxKyf5ouA', 'rating': 4}]",3,"C, h, i, n, e, s, e",lynQoI3w_pzYfHGeuUU-Qg,1196
Aoi Kitchen,4,$$,https://www.yelp.com/biz/aoi-kitchen-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72683167,-73.98754333,"['delivery', 'pickup']","320 E 6th St, New York, NY 10003",+16464540084,(646) 454-0084,2293.539203636873,"[{'text': 'My partner and I ended up in the area for lunch over the weekend and stumbled upon this place. We walked into a really cute restaurant with flowers all over...', 'reviewer': 'Jillian B.', 'reviewer_id': 'kJf1EKBbNK5qbSm5ofUFOg', 'rating': 5}, {'text': 'Stumbled upon this place since we were in the area. No reservation, and only waited like 10-15 min. Definitely worth the wait because the food was great!\n\n-...', 'reviewer': 'Clara P.', 'reviewer_id': '8YEaETwwwjlMqS7UGiN_ww', 'rating': 5}, {'text': 'The interior of the restaurant gave off the impression that you were in a yoshuku restaurant in Japan. It very much seemed like a Japanese restaurant trying...', 'reviewer': 'Samantha D.', 'reviewer_id': 'bIC3B9ODGU0afnfxMIdNtQ', 'rating': 4}]",3,"I, z, a, k, a, y, a",lEH8EUPX3Zn_trHauIycYw,216
Paesano of Mulberry Street,5,$$,https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.718554,-73.997447,"['pickup', 'restaurant_reservation', 'delivery']","136 Mulberry St, New York, NY 10013",+12129651188,(212) 965-1188,2004.1002400486555,"[{'text': 'Pretty mid pasta good service. Paesano. Beautiful Italian ambience. Dope! Would go again! With my girl!', 'reviewer': 'Rami H.', 'reviewer_id': 'Cdc4dTo3WmGxftLSvwwlKA', 'rating': 3}, {'text': ""Delicious food! I took my girlfriend here for her birthday and she loved it. It's in Little Italy on a busy street, but service was attentive and really..."", 'reviewer': 'Julia V.', 'reviewer_id': 'CzowOt5g3myXyq6fTWZMeA', 'rating': 5}, {'text': 'The customer service here was extremely exceptional. Seated upon entry without any reservation and a constant refill of my water !\n\nThe Ambiance was pretty...', 'reviewer': 'Danielle N.', 'reviewer_id': 'uuA-L7fbtFxT0nKn3FfuHQ', 'rating': 5}]",3,"I, t, a, l, i, a, n",OCTiJwvjoK81WoDwsTkFvA,1347
The Binc,5,$$,https://www.yelp.com/biz/the-binc-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.69925,-73.99227,['delivery'],"60 Henry St, Brooklyn, NY 11201",+17186241444,(718) 624-1444,1434.9185641643344,"[{'text': ""when you walk into Binc, you might write it off as a cozy cocktail bar, which it is, HOWEVER don't sleep on the food! dang, we were blown away by how good..."", 'reviewer': 'Maria J.', 'reviewer_id': 'qFqDBzbxWjXR6AVCQzKIow', 'rating': 5}, {'text': 'Screwed up the non dairy but nice lady & ambiance xxxxxxxxxxxcxccccccccccccccvvbbbnnnxndn', 'reviewer': 'Mel S.', 'reviewer_id': 'iMiT_-BhXmIO6q8jiPHxWg', 'rating': 4}, {'text': ""A perfect spot to grab some weekday cocktails!\n\nI've been to Bevacco a few times, but I'd never visited The Binc which is their cocktail bar attached. We..."", 'reviewer': 'Katey G.', 'reviewer_id': 'NT5PIrm_5PMIvhKThayOIg', 'rating': 5}]",3,"C, o, c, k, t, a, i, l,  , B, a, r, s",5Fz1WlY3lxy8gJFs8s_1Dw,89
Boutros,5,$$$,https://www.yelp.com/biz/boutros-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.6901481293837,-73.9935445412993,"['delivery', 'pickup']","185 Atlantic Ave, Brooklyn, NY 11201",+17184030055,(718) 403-0055,2266.9228405070744,"[{'text': 'This place is awesome! For context, I hardly ever eat or really enjoy hummus, but for whatever reason, I had a good feeling about the short rib hummus dish....', 'reviewer': 'Taylor L.', 'reviewer_id': '_4lboEPlLVVMhX53t4mOkA', 'rating': 5}, {'text': 'Service: The pair of us were seated quickly on a Saturday brunch time. Once seated, the service was relatively slow and we spent a while before putting in...', 'reviewer': 'Ger C.', 'reviewer_id': 'zN4SnPiG50c2C-NEhAXcfQ', 'rating': 3}, {'text': ""I haven't written a review in probably 5+ years (I could confirm this, but I'm not going to), but I love Boutros so much, I'm breaking my vow of review..."", 'reviewer': 'Jake D.', 'reviewer_id': 'ZQxO6xy4oFb4LJxxu_0f3Q', 'rating': 5}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",6G0urbBDz_CnYnGXApgUcw,187
