Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Giselle G.,/user_details?userid=J-LsZ7CE_pf5T8DPOlF4xg,"New York, NY",7/28/2021,3.0,I came here for a lunch date and it was ok. The food was good very fresh. The service was slow which it something to keep in mind if you are coming here for lunch and only have one hour. The waitress was very nice and helpful. I ate the lobster bisque for an appetizer and main course I had the salmon po boy. My date had the shrimp appetizer which was very good. The lobster bisque had a tart taste which was unexpected and had pieces of lobster in it. The salmon po boy was interesting it was more of a salmon burger which the waitress did inform me of. It tasted fresh and flavorful. I did enjoy this place and would be back for happy hour. The frozen machine was not working so I could not taste the frozen drinks.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joe O.,/user_details?userid=v20ls8qeD_DMxKmOgytg-Q,"New York, NY",12/17/2021,4.0,Couldn't find any negatives (not that I was looking for any) - very very solid meal. Turkey sliders were good and the buffalo chicken was enjoyable. It can be a little loud and tables are a little small for eating though.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kenneth K.,/user_details?userid=n5SaSyHG7KJhiSWsc9_niw,"Manhattan, New York, NY",5/19/2022,3.0,"Very very loud. Food and drink were good but a bit overpriced even for the area. It has a pretty, warm, wood aesthetics and fresh flowers on every table. It seems like a good place for happy hour but I would skip if you want to have a conversation.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Josh A.,/user_details?userid=-ffPcu-rYcSxZtxY0Jl0aA,"Midtown West, Manhattan, NY",1/10/2022,4.0,"I was looking for a late dinner in the Financial District, and this is one of the few places still open after 10pm on a Sunday. Staff was very friendly, and the interior is more upscale than your typical sports bar. In terms of the food, my party ordered the salmon, the pasta, and the turkey BLTA. I say this with any bar that I visit -- don't expect bars/pubs to make great dinner entrees. I often find that bars don't do the best job preparing actual restaurant dishes such as salmon and pasta. Stick to the simpler things like the turkey BLAT or even a burger. You can't go wrong with those. Would come back again though if I find myself in the Financial District at a late hour again.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mike C.,/user_details?userid=nlh3IkGBqVDxpnygap5NFg,"San Antonio, TX",10/14/2022,5.0,"Food is excellent, service is great and its convenient.  We love it here since it's right across the street from our hotel.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Honghui Y.,/user_details?userid=KxRU2t_MJQmYu0KyiE1nZQ,"Financial District, Manhattan, NY",12/4/2021,3.0,Casual place that seems to always have open seats. The bar has a good selection of beers (bottled and on tap) and whiskeys (apparently one of the largest in NYC). Their happy hour specials are great but end pretty early at 6 pm. The food here is decent though not spectacular. There are definitely better options in the area. I mainly come here because it's convenient and don't want to wait to be seated.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Liz K.,/user_details?userid=QDqQzDpj7ISjW0h8u_ypig,"Brooklyn, NY",3/9/2022,3.0,"Sorry for the terrible photo of this yummy vegan kale Caesar salad! At least it's helpful to see the size of it lol. I was glad to see they finally had something vegan on the menu. Their fries are good and the salad was also good (just a few croutons, not a lot of dressing) but nothing spectacular. The kale was good! Not too crunchy and tough. Service is always great here and the place is clean. I took off two stars for the lack of vegetarian or vegan options. It's a pub/bar more than anything but it would be nice to have one entree that doesn't have meat. I'm used to making do with side menu items. Nice spot for lunch on a weekday. We had a group of 8 at 12:15pm and no reservation on a Wednesday, they accommodated us.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Carrie P.,/user_details?userid=BJ3CCvFv9l8eNH_cun2C_g,"North Bergen, NJ",11/16/2021,5.0,Nice place and good atmosphere. I think it's an afterwork happy hour kinda place.  They had good happy hour specials and the food was very good bar food.  I would go again.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Xiao Ying L.,/user_details?userid=RkSSyzB3Oc0KZYShHTzoZA,"Brooklyn, NY",2/4/2020,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Betsy S.,/user_details?userid=FDDI2eWBkZ5BFajPFVW-Zw,"Delray Beach, FL",1/10/2020,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mikayla K.,/user_details?userid=mXQtvpvudLMJaq0lXDaobg,"Edina, MN",8/8/2022,5.0,I work in sales and come to New York about 2x per month. Each time I love wandering around my hotel and finding a new restaurant to try. I found myself wanting a good salmon dish around 8-9pm but a lot of the typical recommendations were closing. I stumbled upon The Malt House as I was looking for dinner because of the curb appeal. There are big windows to give a sneak peak of what's inside. I am SO happy I decided to stop because their Scottish salmon dish was to die for. I chose a sour to drink but they have plenty of beer and a full bar. A nice elegant environment that is also the opposite of stuffy. A huge vibe. 10/10 recommend and would come again.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nancy G.,/user_details?userid=hFfu1v-w4gsr3I_C3omOlA,"Financial District, New York, NY",12/20/2022,4.0,We were staying in a hotel that was very close.  We went during Happy Hour and had an appetizer and shared a meal. The food was excellent.  Service was also very good. The pub was very busy.  The only downside was the noise level.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Johnny G.,/user_details?userid=VEjMxVnvI3g1CvjMjj5PSg,"Brooklyn, NY",1/25/2020,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jewel G.,/user_details?userid=TFqEummGg_Ivnip1beFlbQ,"Bronx, NY",3/11/2022,4.0,Stopped in real quick after a lash appointment. Had a couple drinks on happy hour and the chicken bites . The chicken bites had absolutely no seasoning unfortunately and no amount of sauce helped it lol . BUT service was good everyone was friendly and the drinks were good.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eugene A.,/user_details?userid=DDItoaNRmJJYrhJGz4ZJ3w,"Marlton, NJ",9/12/2021,5.0,"Nice pub setting with indoor and outdoor seating. Good selection of beers. We were between meals so our group of five shared some apps (nachos with chicken, nachos with beef, Mac and cheese, and caprese). The nachos were really good and filling. The others were ok but the nachos were the stars of the show. Friendly staff that kept drinks full and apps coming. Recommend giving them a try.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Audra U.,/user_details?userid=ZtNljXlvF6hFud-jQvYmIA,"Minnetonka, MN",6/30/2022,4.0,"I would recommend the Mahi Mahi tacos, pulled pork sliders, and the special of the day when we went, beef tacos :)",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dave F.,/user_details?userid=osdeS7I26qJhW2Qz6sJLzQ,"New York, NY",2/25/2020,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kylie P.,/user_details?userid=9e-WJ7Y1EWuDT2fJQS3uqg,"Chicago, IL",6/20/2022,5.0,The Malt House was one of the best brunches I've had in a while - the bottomless drinks were incredible and the service was quick so my cup never emptied. The croque madam was a unique and delicious choice for brunch and was popular amongst my group. Would definitely recommend!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christine H.,/user_details?userid=67YrvmdkWqC0arqgt0obJQ,"New York, NY",9/12/2019,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Maya W.,/user_details?userid=2DmOmSl5HMNECR5QgNxiDQ,"Kansas City, KS",6/6/2022,5.0,Love love love The Malt House! Amazing selection of draft beers and everything I eat there is always delicious. I had the wings and cheese curds last night. I've had the nachos and chicken bites before also- amazing!!! Can't wait to go back.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Heena J.,/user_details?userid=NbIu__Xi38FbR1Pp3gsT0Q,"New York, NY",7/13/2021,4.0,"Came here for happy hour with a new friend. Their happy hour menu is pretty good, has some beers, cocktails and house wines in addition to some food items. I would definitely come back for more happy hours. They also have big TVs so people can watch games.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Johanna B.,/user_details?userid=ErEf2Xr-1qF1JAB-u9lwjg,"Brooklyn, NY",7/16/2019,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mel T.,/user_details?userid=hwSSM8Jn29dXRW4ym-roDQ,"Hasbrouck Heights, NJ",7/23/2019,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Simone G.,/user_details?userid=5HuXFPOWPsfHfaSDe1erog,"Dartmouth, MA",3/26/2022,2.0,Kinda disappointing honestly. Bottomless is really just 2 drinks if you're lucky to get a server to look your direction. Food was bland. Burger had no salt. Pulled pork Benedict was good but the poached egg was slimy. Wish we had actually got our moneys worth for the bottomless because that would've earned them another star. I don't think I would come here again.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dan W.,/user_details?userid=CU4tpNjjbOprDGsK-vWWCw,"East Brunswick, NJ",3/31/2021,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nadiah H.,/user_details?userid=3EmZcCSw-mdrbzRNvto1Cw,"Greenwich, CT",12/21/2021,1.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Vic V.,/user_details?userid=UV0c0bvMXyjujex5J8SJMw,"Greenwich, CT",12/19/2021,1.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Talis H.,/user_details?userid=41rkkxSJxzjeGgQr5PzVyw,"Folsom, CA",3/20/2022,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sherine P.,/user_details?userid=XfXgNu2V6dmgxuJcLrgu3A,"Manor Heights, NY",2/27/2022,5.0,Perfect spot for last minute brunch on a Sunday. I got the Croque Madame + bottomless mimosas-  both were great and worth it. :),https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Daniel L.,/user_details?userid=aBaz6MZMiTlozB9DFBjeHw,"New York, NY",8/9/2022,4.0,Last time I was hear they didn't have a lot of whiskey available. But COVID has made things rough so I reserve judgement. This review is for the food. Burgers are surprisingly good. Juicy and well seasoned. Beats the burgers at fancy steakhouses nearby like Reserve Cut for a fraction of the cost. I'd definitely go here if you're in FiDi looking for a very good burger.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Natalie T.,/user_details?userid=Ef6oi-BQaKn-lVQGC8phsA,"Midtown West, New York, NY",11/1/2021,5.0,We had a party of 11 here a few weeks ago for brunch. They did not disappoint!! The food was spectacular and you can't beat their bottomless brunch pricing in Manhattan.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Robin E.,/user_details?userid=fOISEsusWndwP74ouEJGoQ,"Oklahoma City, OK",2/7/2020,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lana L.,/user_details?userid=HC5zLdut4caN1VPqxqRsMw,"New York, NY",11/21/2018,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cristina G.,/user_details?userid=Fp5ORVnXCYAvIhmydRYekw,"New York, NY",1/29/2020,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Frankie M.,/user_details?userid=Vd9hFqOGzttsbjsRJXniCw,"Jersey City, NJ",8/22/2018,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brad B.,/user_details?userid=btcyjz4clcBoQiDbKmqwXA,"Manhattan, NY",5/28/2022,5.0,Amazing food. Everything we had was great. Fried zucchini. Steak sandwich was top notch. Cheese curds were tasty.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kali Y.,/user_details?userid=eSdl3x8lywxavFdQt7RnEA,"New York, NY",12/21/2019,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marifer M.,/user_details?userid=ejlbu1jrnY1Td-biUh80Yg,"Covina, CA",11/19/2019,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nargiz A.,/user_details?userid=1CBAftqT_zB1MOKR3XFbaQ,"Brooklyn, Brooklyn, NY",9/9/2021,1.0,I went with my friends for a dinner. We ordered buffalo wings and fries. We couldn't eat the wings because it had hairs on it a big huge chicken hair!! It was nasty!! We called manager regarding the issue. He canceled only wings order and didn't even try serve us something else for a sorry!! And they even charged us for the fries!!! Not a good management after what we saw on their food!! Ridiculous!!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lily T.,/user_details?userid=u6Z1B5YdCLJHEbocIBhQwQ,"New York, NY",5/11/2018,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Emily T.,/user_details?userid=1we0b4T4Cc4VcaOX2LiVkQ,"Manhattan, New York, NY",5/31/2022,5.0,I love this place! Their cocktails are always delicious. The buffalo chicken sandwich is incredible! They also have zucchini fries that are amazing! I love coming here!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dessa R.,/user_details?userid=BBSYyLG824fZjP-kulhLgw,"New York, NY",12/9/2020,5.0,"Absolutely loved the bar. Plenty of space between guests, delicious drinks and food & clean premises. It was the perfect romantic vibes for my date & I, but there were other groups there (girlfriends catching up, other dates, happy hour goers). This place does happy hour from 3-6P, and I had the frozen margaritas, which were strong. The bartender was the star....he was fantastic. Unfortunately, I didn't ask for his name but he was there Tuesday (12/8 for happy hour). I loved his friendliness, kindness and fun attitude...really makes me want to come back. There were about 10-15 people and singlehandedly he cared for everyone. Can't wait to come back!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sue A.,/user_details?userid=vAcDTrgBuJd94j85w6uZsA,"New York, NY",12/7/2021,1.0,"There are so many good places in the neighbourhood with which you can frequent instead of the Malt House--why go to an establishment that treats its one accessible bathroom stall as a storage unit, when there are so many options in the village? The Leroy House, for one; even the Half Pint, for another. The manager's attitude with which to regard the situation was atrocious and thoughtless; please, grab your drink elsewhere. Missirizzi has a fantastic happy hour, every day, from 4-7. Boucherie and Petite Boucherie are right nearby, as is L'Artusi. Spend your money at an establishment that is inclusive of all of its patrons.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alicia C.,/user_details?userid=dils1_8BuzqAeFLbzv8MHg,"Brooklyn, NY",11/29/2017,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Barbara R.,/user_details?userid=L4uyQhN6NKgQUOj0NcJuAQ,"Bronx, NY",6/27/2021,5.0,"I had a great time at this place, as a first time visitor. This place has a wonderful brunch/lunch options, and the boozy drinks ar strong, and of good quality. I had the chicken and waffles, with bacon. So GOOD. Also special shout to Giovanni, he delivered exceptional service to us. I was sad his shift ended before I said thank you.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Samantha T.,/user_details?userid=rtPwrj6mp5PC4m52zZNjcA,"Manhattan, NY",4/27/2018,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ray I.,/user_details?userid=149mzYe4i5ZT4VYZjP5U9A,"Roswell, GA",11/30/2017,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Feng L.,/user_details?userid=2PaUztb6pdZMvhMrXp05MA,"Streetsville, Canada",8/27/2019,3.0,"The service and beer selection are 5 out of 5. But the food choices are limited to northern American junk food with no much creativity or interesting flavours. We tried their koji salad with salmon and ahi tuna, the salmon and tuna was cooked just right, but really nothing worth than 3 stars.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
