Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Yvonne B.,/user_details?userid=cJ_ZIiPhHCixajsLbZCq8A,"Cortlandt Manor, NY",7/24/2021,5.0,"This place was great! My sister and I were in the neighborhood and wanted to get brunch but needed to sit outside because she had her dog. We went to two places prior. The first place was a 2.5 hour wait. The second place wouldn't let her bring her dog in. So we walked a block down and saw Boulton & Watt and they had brunch and outdoor seating available. We sat down immediately. They even offered a bowl of water for the dog, which they brought in an actual little dog bowl. Clearly they are dog friendly. The food was fantastic and the coffee was awesome. I had ""The Hangover Sandwich"" with rosemary fries. It was amazing. If I'm ever in the neighborhood again we will definitely be back!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah P.,/user_details?userid=PQRrKlyxZ8mJponoP8MU5Q,"New York, NY",2/5/2019,3.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
CJ D.,/user_details?userid=2Nn0cJZ_7sBk6cpU0A4JzQ,"Lower East Side, New York, NY",5/28/2022,5.0,The food is incredible and the drink menu is inspired. I love coming here and having a drink outside on the patio. The staff is so amazing and friendly.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cristina G.,/user_details?userid=Fp5ORVnXCYAvIhmydRYekw,"New York, NY",7/23/2019,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tiffany A.,/user_details?userid=OIYCSJSc6vvsXOKl4lnhcg,"Queens, NY",10/10/2019,3.0,I had always heard about this place being a fun spot so I decided to head over with some friends to check it out because we were in desperate need of food and drink. We arrived on a Friday night around 6:30 and we had made a reservation at 6 and the place was empty. We got great seating and pretty good food ( the fries are deliciously seasoned). My one complaint is how crumbly the burger was but that could've been my own fault for opting to not get the cheese (which was probably the glue that would hold it together). Besides the crumbly burger it was still good and our drinks were great! Loved the fun names. It definitely started to get crowded by the time we we left and if you wanna go to get food for dinner on a Friday night I would suggest calling ahead of time to reserve space.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ashley L.,/user_details?userid=hEx4DTmlGU7zr_biGgucOA,"Babylon, NY",8/31/2019,5.0,"Came here for the second time today.  It's a pretty big space so we were seated immediately around prime brunch time (1pm Saturday). I ordered a bloody mary which was just ok and my boyfriend got a mimosa.  For entrees, the hangover sandwich & a burger. My sandwich was BEC meets BLT + avocado, onion and a creamy chipotle sauce and it was amazing. My boyfriend also swears (for the second time) that this is the best burger he's ever eaten. He customized it with mushrooms, jalapeños and cheese and he was super happy with it.  I was happy to see that they had a sour beer option so I got the du claw strawberry sour which I enjoyed as well.  Overall another good experience and we will continue to return.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dessa R.,/user_details?userid=BBSYyLG824fZjP-kulhLgw,"New York, NY",11/29/2020,5.0,"Fantastic portions found here at brunch! You don't normally get that in NYC, so a big big plus. Our server was so friendly and he was so much fun (he had an accent couldn't remember his name), and was a sport when we caught a bee and trapped it under an empty cup. I ordered the French toast and it was so delicious and rich! It definitely satisfied the sweet tooth, along with the mimosas.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Wenye X.,/user_details?userid=z4K6ax8_06_LUtd43rvXOQ,"New York, NY",6/28/2018,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
T. G.,/user_details?userid=ZNBP9qw12eHgIuWAMba3yQ,"Hoboken, NJ",10/19/2019,4.0,"Nice spot, very busy when we stopped by Saturday late afternoon. They have outdoor seating and a large bar. We grabbed drinks near the bar at a high top and was told we only had the table for 1 hour since they were reserved for a birthday party. Service was ok- we only ordered a side of fries which were good, although some of the girls didn't like the rosemary flavor, I didn't mind! Would like to try more food options and come back for brunch!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Trisha W.,/user_details?userid=0-9YVzOkL51P7rtlaLBp9g,"Los Angeles, CA",6/22/2019,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kwame M.,/user_details?userid=2_rhuDjsUT968VvAJR4chw,"Brooklyn, NY",9/10/2021,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gab G.,/user_details?userid=HVQKFDi-vZbawtmLMq3ZOw,"New York, NY",2/4/2018,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jamie C.,/user_details?userid=mfHE5l-EKLyetp7UbZLJKw,"Brooklyn, NY",11/22/2020,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yari R.,/user_details?userid=bkA1IAOPIXXOrsQpqaA1iQ,"Worcester, MA",10/2/2021,2.0,"The food here is pretty good and the restaurant is in a great location if you plan on bar hopping afterwards. However, considering the prices the staff could be a bit nicer. On a few occasions, the staff was cold and mean unprovoked. We felt rushed, and judged for our selections, and were met with eye rolls and attitude. This is place won't see me again.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lana L.,/user_details?userid=HC5zLdut4caN1VPqxqRsMw,"New York, NY",12/27/2017,3.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle L.,/user_details?userid=QZ3grLRAy7do7inT4OcltQ,"New York, NY",6/14/2017,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mason I.,/user_details?userid=BCTiZxYS23uUeN6dSYuNEg,"Charlotte, NC",9/5/2021,5.0,"Absolutely amazing. Food, cocktails, service, was all unbelievable. Make sure to ask for Simone, she is absolutely amazing. Could not have been more helpful with food and drink recommendations. Easy 5/5",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kevin L.,/user_details?userid=J_-UhwVWC3Gk_kAUhkM-Mg,"Fairlie-Poplar, Atlanta, GA",9/26/2021,5.0,"The restaurant has a really great vibe with large portions. I had an impossible burger with a large helping of fries, and it was delicious! I also liked the ambience. It was an overall great experience with good service. Highly recommends",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sweenly L.,/user_details?userid=PVfvbpm_D6WMNjdE_GTX6A,"New York, NY",2/6/2018,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mercedes C.,/user_details?userid=ooHF-vRzlkyN9UEVMKocAQ,"Bronx, NY",4/7/2017,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gordon Y.,/user_details?userid=zhSfihKkrixuu2i7TsbwwA,"Queens, NY",8/1/2019,3.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mitch M.,/user_details?userid=pNvArAV29VGJr4iSIZcE2Q,"Shelton, CT",8/5/2019,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Valerie N.,/user_details?userid=M5ZofYqePN2yYtw61rJ9aA,"Manhattan, NY",8/21/2017,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Radhika G.,/user_details?userid=GtmvDH3LqZf3-NlHUYXgrQ,"Baltimore, MD",1/11/2019,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jean Claire G.,/user_details?userid=kK1OxeX3IixmRP9Ry7kKCw,"Orlando, FL",2/23/2016,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Olivia B.,/user_details?userid=wickYYLEZ3GVsHJE8JjR3w,"Brooklyn, NY",5/3/2018,2.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Anna F.,/user_details?userid=faDxHzg3rqIYDD0op7ph0w,"Hell's Kitchen, Manhattan, NY",6/8/2018,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lisa D.,/user_details?userid=kL25nylIEghzjdedkXkI7g,"New York, NY",1/20/2020,3.0,"So the servers were super nice to comp my meal since computers were down and they totally screwed my burger order, but I was kinda underwhelmed? Everyone was nice; it was 'fine' I guess, and it was a rainy mid-week day so maybe I went at the wrong time? But yea...I'd go to other spots for a casual burger or brunch...",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Patricia G.,/user_details?userid=BBJG6BDgcGVHiJTsAMDpiQ,"Manhattan, NY",12/29/2019,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joe B.,/user_details?userid=VvYutJVaaIvENC6E7qqNlg,"New York, NY",12/4/2019,5.0,Was super impressed with the food from this place. I must have passed by this place over 1000x and I'm so upset it took me this long to try this place the food was amazing. The burger was cooked perfect and it was delicious. I wish the chicken sliders came with more of them. Next time I will have to have 2 orders of them. The cauliflower gratin was a surprise home run. 100% will be dining here more often.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
John N.,/user_details?userid=Civ9w3e8Md0DnFkBXrZmng,"New York, NY",1/8/2019,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
C M.,/user_details?userid=-Yhd-0Z62q8OpgTOhpu0-g,"New York, NY",11/20/2020,5.0,"This place has awesome food/drinks/service. Every time we go our waiters are incredibly friendly and checked in a perfect amount of times. The brunch menu is amazing, and they have great coffee. Their buratta is also amazing. Drinks were solid, unique, and fairly priced. Happy this place is open!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pearce D.,/user_details?userid=bd_f2I_Eh8A8PowewpbItQ,"Hoboken, NJ",2/21/2016,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kathleen N.,/user_details?userid=3jxRzwL0PXMbC1uBxsc4Ng,"Phoenixville, PA",2/19/2018,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dana H.,/user_details?userid=TJ9QlvMaPnu0R0USu722oQ,"Cambridge, MA",11/5/2017,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jerry C.,/user_details?userid=141jd-Tt6--RIr9OcJOu5g,"Fort Lauderdale, FL",4/12/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Janice F.,/user_details?userid=ogfYS0hNqDa9W4SZ0EJ3Lg,"New York, NY",5/11/2017,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle O.,/user_details?userid=IEQjRwcXUJQ4J-x4H6Nfsg,"Las Vegas, NV",5/21/2018,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Reggie M.,/user_details?userid=cn8QM544HoZmrOEaHx0biA,"Manhattan, NY",4/16/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Carolina S.,/user_details?userid=71p7Qmz3PNjfrMqpAzgK3Q,"Brooklyn, NY",5/25/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kiran V.,/user_details?userid=o3C-qXjd5SID2MVzkbakHg,"Manhattan, New York, NY",2/19/2020,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Matt P.,/user_details?userid=4ix7NQyuXCmYT1sfblfbJw,"Metuchen, NJ",9/6/2017,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sara B.,/user_details?userid=84t6jpyclA55TMfMV0X0kA,"Morristown, NJ",5/4/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ryna D.,/user_details?userid=Rvn-Ymc8_9z4vbcm2ZwenQ,"Rancho Palos Verdes, CA",12/16/2017,4.0,Great happy hour! Cocktails are great too and I really enjoyed this lavender drink I had. Menu options are solid both for small plates and larger entrees. I had the braised shortrib toast that was delicious. Since this is near my job I'm sure I'll be back.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bo B.,/user_details?userid=oH9K7eCuNsYr6MmlM2ZjUg,"Austin, TX",11/8/2016,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Olga K.,/user_details?userid=nQYnXrTkpHKHp4qFsUqp1w,"New York, NY",3/31/2019,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jen L.,/user_details?userid=-7phVSG11fkcxn50PFiaig,"Reno, NV",10/15/2016,3.0,How does a bar run out of their $5 shots and provide no substitutes? Definitely not cool...,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
M M.,/user_details?userid=eqTnj-3BbQ1WF0Q4KiyY2Q,"New York, NY",6/7/2019,5.0,"So delicious! Many places in Manhattan are all somewhat similar to one another, but this one is different than the rest! Absolutely delicious, fresh food, good choices. It was so good... we came for brunch & came back at night for the Cast Iron Cookie! recommend.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dave M.,/user_details?userid=MqHIsA_QPR9DqBFZ86UGog,"Los Altos, CA",1/15/2019,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kenny C.,/user_details?userid=xJpvRrk04rb4rgWtMXaPUQ,"Brooklyn, NY",8/4/2014,3.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
